gene	number_of_transcripts
SATB1	3
MLC1	2
TRABD	1
MPC2	2
VHL	2
CHCHD4	2
TMEM43	1
GRIP2	1
CCDC174	1
BTD	1
C3orf18	4
TEX264	5
LRRC3B	1
CRTAP	1
EXOG	2
SCN5A	6
ALS2CL	3
MYL3	1
SETD2	1
KLHL18	1
DHX30	2
MAP4	3
TCTA	1
APEH	1
TRAIP	1
MST1R	2
GNAT1	2
TUSC2	1
HEMK1	1
C1orf105	1
LRIG1	1
EOGT	1
ARL6IP5	1
LRRC58	1
SLC15A2	2
C3orf38	1
CHCHD6	1
TFG	4
KIAA0040	4
PPP2R3A	3
CSTA	1
PARP9	6
DTX3L	1
PARP14	1
SEC61A1	1
DNAJB8	1
RPN1	1
KIAA1257	1
CNBP	6
COPG1	1
CDV3	3
TF	1
SLCO2A1	1
ECT2	3
ZBTB38	1
SSR3	1
GFM1	1
PIGZ	1
LRCH3	1
STX6	1
SOX2	1
LAMP3	1
HTT	1
PIK3CD	1
AP2M1	2
PSMD2	1
TBCCD1	2
EIF4A2	1
RTP1	1
GMNC	1
UTS2B	1
TNK2	2
UBXN7	1
GLUL	3
PAK2	1
LMLN	2
RNASEL	1
TMEM129	2
NSG1	2
WFS1	2
ARPC5	2
TBC1D14	3
TADA2B	1
CORIN	1
FAM129A	1
IBSP	1
RBM47	2
UCHL1	1
OCIAD1	6
LNX1	2
CEP135	1
UBE2D3	9
PAICS	3
C4orf40	1
HMGA1	6
AFP	1
CCNI	1
B3GALT2	1
TMEM154	1
NPNT	5
ADAD1	3
C1orf106	2
IGFN1	1
TLR2	1
LAD1	1
NPY1R	1
NPY5R	1
LMOD1	1
BTG2	1
FMOD	1
CNTN2	1
RBBP5	3
C5orf22	1
FBN2	1
AFF4	1
VDAC1	1
BRD8	3
FOXD1	1
SPZ1	1
ANKRD34B	1
NR2F2	1
SLC30A1	1
TSSK1B	1
TRIM36	3
SERPINB6	6
TMEM14C	2
P4HA2	5
SHROOM1	2
SHROOM1	1
HDAC3	1
DPYSL3	2
TCOF1	6
GRIA1	7
FAXDC2	1
CYFIP2	3
TTC1	1
FABP6	3
C5orf58	1
KHDRBS2	1
MGAT1	5
C1orf115	1
RIPK1	1
DSP	2
TFAP2A	3
GCNT2	3
RBM24	3
MARCKS	1
HLA-F	3
NRM	5
VARS	1
NEU1	1
FKBPL	1
GPSM3	2
HLA-DRA	1
WDR46	2
CUTA	5
ZBTB2	1
PACSIN1	2
KIAA2013	1
BRPF3	1
PXT1	1
TMEM217	2
FTSJD2	1
DNAH8	1
MDFI	1
LPA	1
TAF8	1
RPL7L1	1
CUL7	2
SRF	1
TJAP1	6
MRPS18A	2
TRAM2	1
LEFTY2	2
ELOVL5	4
SDE2	1
EIF2AK1	2
ACBD3	1
MIOS	1
DNAH11	1
DOPEY1	2
OSBPL3	4
PNISR	2
SIM1	1
CD164	5
SLC22A16	1
COL10A1	1
NT5DC1	1
UBC	1
IFNGR1	1
PGBD5	1
C1orf198	3
FBXO5	2
FNDC1	1
TTLL2	1
MAFK	1
PUS7	1
BRAT1	1
IQCE	2
TNRC18	1
ACTB	1
DFNA5	3
KLHDC10	1
SCRN1	4
TBXAS1	5
YKT6	1
TNS3	1
C7orf65	1
INSIG1	3
PRKAR1B	6
DEFB107B	1
ZNF679	1
ZNF680	2
ZNF273	1
CTSB	5
TYW1	1
CSF2RA	9
EIF4H	2
MDH2	1
HSPB1	1
FGL2	1
STEAP4	3
ATP5J2	4
AGFG2	1
MOSPD3	4
SLC12A9	3
TRIM56	1
OR2T8	1
MRPS28	1
ZNF672	1
GCC1	1
CCDC136	2
IRF5	5
AKR1B1	1
TMEM140	1
KIAA1147	1
LZTS1	1
TNFRSF10B	2
ADAMDEC1	3
NEFL	1
SHB	1
TMEM66	1
CNTNAP3B	1
ASH2L	3
STAR	1
ADAM32	1
GCNT1	5
RAD23B	3
STMN2	2
MUSK	3
CCNE2	1
ZHX1	2
NELFB	1
LOC100129361	1
KAL1	1
LY6E	2
RHPN1	1
MAFA	1
ZC3H3	1
ZNF707	3
PUF60	8
NRBP2	1
LANCL3	2
SLC39A4	2
PPP1R16A	1
ZNF517	1
EFHC2	1
DGAT1	1
NDUFB11	2
WDR13	2
CD274	2
SEPT8	4
TMEM215	1
TSC22D3	3
KIAA1161	1
ENHO	1
SIGMAR1	2
GALT	2
FAM205A	1
PIGO	3
SLC6A14	1
CREB3	1
CLTA	6
ZNF658	1
TMEM185A	2
SPATA31D3	1
GKAP1	2
HNRNPK	3
CDK20	5
NANS	1
SVEP1	1
SNX30	1
FKBP15	1
ORM1	1
C9orf91	1
C10orf67	1
GSN	10
DAB2IP	2
FBXO42	1
ZNF79	1
FAM129B	2
C9orf16	1
DNM1	2
GLE1	2
POMT1	5
BRD3	1
OLFM1	2
GLT6D1	1
CAMSAP1	1
SEC16A	2
LCN6	1
TRAF2	1
FBXW5	1
C9orf139	1
C9orf37	1
FAM166A	1
ADAMTSL2	2
APOD	1
GJB3	2
PLCXD1	1
ASMT	4
STS	1
EIF1AX	1
EIF1AX	3
LYZL2	1
NDP	1
KDM6A	1
TIMP1	1
SUV39H1	1
PCSK1N	1
CCDC120	6
MAGED4	4
XAGE2	2
TSR2	1
MAGED2	3
ALAS2	3
SPIN3	1
LAS1L	3
PJA1	3
ZMYM3	4
COX7B	1
LPAR4	1
ARMCX5	7
RAB9B	1
CLDN2	3
PSMD10	2
KCNE1L	1
NKAP	1
CT47A11	1
FAM127A	1
ARHGEF6	1
F9	1
MAGEA8	3
CD99L2	5
BCAP31	4
L1CAM	3
IRAK1	3
EMD	1
SLC10A3	3
ZFY	3
DAZ1	1
ZNF32	2
CXCL12	4
RASSF4	1
CHD5	1
VSTM4	2
UBIAD1	1
PADI4	1
DDX50	1
HKDC1	1
C10orf35	1
UNC5B	2
PSAP	3
SPOCK2	3
CAMK2G	6
RHCE	4
ZCCHC24	1
SFTPA2	1
LIPF	4
TRAPPC3	5
DDOST	1
RPL13A	2
NDUFB8	1
LZTS2	1
POLL	3
NOLC1	1
ITPRIP	3
TMEM59	1
EIF3A	1
PRDX3	2
BAG3	1
EPHB2	2
OAT	2
INPP5A	1
TUBGCP2	3
GPRIN2	1
MUC5B	1
TNNI2	3
MYOM3	1
TSSC4	1
TRIM68	1
NIPAL3	1
HBB	1
COL11A1	4
TPP1	1
MRPL17	1
ZNF215	1
RPL27A	1
NRIP3	1
SCUBE2	2
ZNF143	1
CD2	1
WARS2	2
TSG101	1
E2F8	3
RNF115	1
NBPF1	1
PAQR7	1
SLAMF1	1
SLC39A13	2
SSRP1	1
CLP1	2
DTX4	1
MS4A6A	4
MS4A13	2
ZDHHC18	1
VPS37C	1
SFN	1
SCGB1A1	1
NXF1	2
RFWD2	2
NAA40	1
PPP1R14B	1
PLCB3	2
GPR137	5
EHD1	1
EDEM3	1
RBM4	3
POLD4	2
CDK2AP2	2
GSTP1	1
ALDH3B1	3
IFI6	3
MYEOV	1
CCND1	1
STX12	1
INPPL1	1
CLPB	4
KCNE3	1
TRAF5	3
PRCP	2
TP53BP2	2
AASDHPPT	1
SLC35F2	1
TEX12	1
DPAGT1	1
NLRX1	2
RNF26	1
USP2	3
ZCCHC17	1
NRGN	2
ROBO4	1
GATA3	2
BAI2	1
RSU1	2
FKBP4	1
ARHGAP21	1
ING4	6
MLF2	1
CDCA3	1
TPI1	3
C1R	1
FNDC5	3
GABARAPL1	1
PHC2	2
GUCY2C	1
H2AFJ	1
TIMM23	1
MICU1	3
VDR	3
OR8S1	1
DHH	1
TUBA1B	1
TROAP	2
FAM186B	1
GPD1	2
CSRNP2	1
NR4A1	3
ZNF740	1
ATP5G2	2
GTSF1	1
BMPR1A	1
MMRN2	1
OR6C2	1
ITGA7	3
DGKA	4
PAPSS2	2
SH3D21	2
PA2G4	1
RNF41	4
ANKRD52	1
HSD17B6	1
CSF3R	3
STAT6	5
MBD6	1
CYP27B1	1
CTDSP2	1
CDCA8	2
NUP107	1
LYZ	1
RAB21	1
NAP1L1	2
GRK5	1
RHBDL2	1
UBE2N	1
LTA4H	3
PPIE	3
NUAK1	1
PPYR1	1
KCTD10	1
ARPC3	1
NUP98	4
OAS1	3
C12orf52	1
TPCN1	2
ZNF684	1
RAB35	2
KDM2B	2
CLIP1	3
HCAR2	1
HIP1R	1
OGFOD2	1
ZNF664	2
TMEM132B	1
POLE	1
GJB2	1
SAP18	1
MYBPC3	1
FTH1	1
CNTF	3
CDC20	1
KL	1
NUFIP1	1
PAAF1	5
PRR20A	4
TDRD3	3
TMEM126B	5
HECTD3	1
CCDC82	1
TOE1	1
NDFIP2	2
SLITRK6	1
POMGNT1	2
NALCN	1
TNFSF13B	2
ANKRD10	1
OSGEP	1
STIL	2
EDDM3B	1
NDRG2	8
RNASE7	1
ZNF628	1
LRP10	1
C14orf119	1
DCAF11	3
BRMS1L	1
CLEC14A	1
CDKN2C	2
ARF6	1
FBXO34	2
C1orf123	1
ADCY6	2
LIMA1	4
DLST	2
HSPB11	1
VASH1	1
ZDHHC22	1
SPATA7	2
RER1	1
KCNMB4	1
CCDC88C	1
BTBD7	2
FAM181A	5
SERPINA1	11
BDKRB1	1
HSP90AA1	2
TNFAIP2	1
TRMT61A	1
AKT1	3
PACS2	3
MTA1	2
DRAM1	1
OR4N4	1
TESC	2
KLF13	1
NUTM1	1
SPRED1	1
KNSTRN	3
FAM179A	1
NUDT14	1
GLDN	1
PML	9
MGRN1	4
DNAH3	1
MDH1	3
RNF222	1
OBSL1	3
C2orf72	1
KCTD1	5
OCSTAMP	1
ZNF627	1
SHISA8	1
ALG12	1
IL17REL	1
SMC6	2
ZMYND10	1
MEIS1	1
OSTN	1
PTPRT	2
RGMB	1
RTDR1	1
RPS19BP1	1
GFRAL	1
LARS2	1
MRAS	6
RGS12	3
PPARGC1A	1
SPATA18	1
C4orf22	2
HNRPDL	2
FAM150A	1
PDE7A	2
RPS23	1
ENPP1	1
ASAH1	3
OR13J1	1
WWC3	1
WDR65	3
CLEC2A	1
TAF3	1
LHPP	2
PWWP2B	2
CD82	2
MRGPRD	1
KCNJ1	5
C1QTNF8	1
OS9	8
ZFC3H1	1
RASSF9	1
KPNA3	1
NES	1
SOCS3	1
DUT	3
C19orf55	1
NXN	2
SPHK2	5
U2AF2	2
KRTAP10-8	1
KRTAP12-3	1
MICAL3	3
HARS	4
AMOT	2
HIST1H4K	1
ITPKB	1
IL27	1
NRDE2	1
NDUFS4	1
TBPL2	1
PITRM1	3
DDX17	2
FOXN4	1
FAM71E2	1
APOA1BP	1
AMER2	2
AGAP7	1
OR5L2	1
SYPL2	1
CPN2	1
IFT81	3
DHRS4	1
ZNF705G	1
OR2A1	1
ZNF248	5
MUC6	1
KCTD21	1
PRR25	1
ZNF700	2
RGS9BP	1
SORBS3	2
TOP1MT	3
DNLZ	1
OR51Q1	1
OR10A6	1
SMIM5	1
USP17L15	1
ARSD	1
PRB4	2
KCNK15	1
PROK2	2
C12orf43	1
PLEKHN1	2
RASAL1	3
KRTAP9-4	1
SYDE1	1
ANKRD13A	1
KIFC2	1
SEMA3E	2
ZNF439	1
SNRPA1	1
GSPT1	3
UQCRC2	1
C1orf233	1
DISP1	1
SPAG17	1
ZNF720	1
FTO	1
NUDT21	1
NLRC5	1
ATPAF2	1
ATAD5	1
KRTAP2-1	1
TRIM25	1
CA14	1
RALBP1	1
BPI	1
ZNF532	1
FSTL3	1
RAB22A	1
C3	1
EIF3G	1
C19orf12	4
LIN37	1
A1BG	1
XPNPEP3	2
ING5	1
ZNF512	6
NCK2	3
MARCH7	1
FASTKD1	1
ARPC2	2
HERC6	2
ATG16L1	5
C20orf196	1
ACSS1	4
AFAP1	2
ANXA2R	1
IFNAR1	1
BACE2	3
UBE2G2	3
PI4KA	2
ZBTB41	1
APBB3	4
DIAPH1	2
C5orf54	1
SLC6A6	3
DYNC1LI1	1
NKTR	1
ZKSCAN7	2
LTF	2
SENP7	2
RBP1	3
PHC3	1
ATP13A3	1
TFRC	2
RPL35A	1
RASSF6	4
CCDC158	1
AADAT	2
SHARPIN	1
CENPK	2
VCP	1
CYSTM1	1
CAMLG	1
IER5L	1
UBR2	2
MDN1	1
FIG4	1
TAGAP	3
RNASET2	1
CCZ1	1
SLC2A5	2
AGR2	1
GGCT	4
RABGEF1	1
RASA4	2
EIF3I	1
FBLIM1	3
ANKRD46	4
HSF1	1
TAF12	2
TAF12	2
MSANTD3	4
ALDOB	1
NIPSNAP3A	1
ANXA11	3
LCN1	4
SSNA1	1
RILPL1	1
PDHA1	4
SLC16A12	1
NXF2	1
DENND6B	1
PIM3	1
MGC50722	1
FAF1	1
SERBP1	4
STXBP3	1
DCDC5	1
C11orf96	1
HIST2H2AA3	1
TMEM223	1
SIPA1	2
PMF1	5
TATDN3	5
NFRKB	2
OR2M7	1
STAT2	2
ACBD5	3
ACBD5	1
KNDC1	1
RNH1	8
CHD8	2
PPP2R3C	1
TNKS1BP1	1
MRPL16	1
MS4A7	4
PPFIA1	2
NRIP2	1
COPS7A	4
PRKAG1	3
PDE1B	2
ITPRIPL2	1
IGSF6	1
CSRP2	1
ZNF423	2
BRAP	1
NAA25	1
HECTD4	1
TMEM233	1
BCL7A	2
ZMYM5	3
TLCD2	1
NEDD8	1
LGALS3	2
TBX2	1
CD300LD	1
RBM25	1
YLPM1	1
FAM81A	1
SARS	1
C1orf173	1
OR4D1	1
CLEC9A	1
PRAMEF13	1
HMX3	1
ANKRD34C	1
SLC2A7	1
HELT	1
USP35	1
TRAF1	3
ZNF573	5
IGFL4	1
ODF3B	1
CBWD1	4
OR6B2	1
CLDND1	6
PRR23B	1
PRR23C	1
RINT1	1
INPP4B	2
MROH6	1
MTX3	2
USP17L2	1
OR10W1	1
EMP2	1
DOLK	1
GOLGA6L1	1
C2orf61	2
POTEA	2
GPR153	1
SP3	3
PADI6	1
NACC1	1
MTFMT	1
EMR2	2
TM6SF2	1
ZNF729	1
RAB11FIP3	2
C19orf81	1
CX3CL1	1
ALDH3A1	3
RNFT1	1
PRKCA	1
COPS8	2
ADCYAP1	2
RANBP3	3
MAP2K7	1
OR7D2	1
FBXO17	2
LGALS2	1
HS1BP3	1
DPY30	1
SCAP	1
ARHGAP25	4
CD200R1L	2
POLR1A	1
C6orf223	2
CEP70	1
KRIT1	5
MRPL1	1
WDR17	2
LOC100506688	1
IL6ST	3
AP3B1	2
TSPAN17	3
HIST1H3D	1
OR2B6	1
RWDD1	3
INTS1	1
MTERF	1
DCAF13	1
SLC30A8	5
ZNF250	2
PDCD1LG2	1
YTHDF2	3
C9orf40	1
SLC31A1	1
DBC1	1
PAEP	2
ZFYVE9	3
TRIM21	1
RPL5	1
HIPK1	4
SLC22A20	1
SLC25A44	1
VHLL	1
ZC3H11A	1
GOLT1A	1
LYST	1
OR13A1	1
DNA2	1
RRAGC	2
KRTAP5-3	1
OVCH2	1
CRY2	2
ACP2	2
GPR132	1
TXNDC16	2
IFT43	3
ATXN3	12
IFI27	2
SERPINA6	1
NKX2-6	1
CDY2B	1
ANP32D	1
TUBB8	1
OR1A2	1
OR10J1	1
SBK2	1
HES3	1
LCN9	1
ATOH1	1
NEU2	1
NEUROG3	1
OR1A1	1
OR3A3	1
RAX2	1
BMP15	1
GCDH	2
TSSK6	1
C1orf122	2
C16orf80	1
SERPINF1	1
OR1D2	1
MSL1	1
NMT1	1
KPNB1	2
COIL	1
HN1	3
EMILIN2	1
MAPRE2	4
MC4R	1
TIMM21	1
C19orf25	1
RNASEH2A	1
NDUFB7	1
PPM1N	1
ANKRD36B	1
HJURP	1
CBS	3
CRYBB3	1
PCDHB2	1
TRIOBP	3
PDLIM7	3
NQO2	1
KAT2B	1
ARMC12	1
ARL13B	4
ZNF716	1
TRA2B	2
C7orf43	1
TOMM20	1
LOC100506422	1
WDR36	1
CEL	1
PPP1R26	1
ANAPC2	1
UBA1	2
NONO	4
WBP5	4
GLRA4	2
GPLD1	1
HIST1H3B	1
HIST1H1T	1
HIST1H4L	1
MAS1L	1
PNMA6C	1
PPP2R5D	4
BAMBI	1
MPP6	1
HOXA4	1
MOS	1
HMGCL	2
BAALC	2
HAUS6	2
IFNA6	1
IFNA13	1
PPP1R8	3
LYPLA2	1
RC3H2	2
ASMTL	3
ATRX	2
ZNF75D	2
F8A1	2
EIF2B3	3
PPRC1	1
CDC7	3
PYGO2	1
TNNT2	7
H3F3A	1
TRNAU1AP	1
URB2	1
CEP170	3
DPY19L2	1
TYSND1	2
NUDT13	1
LGI1	1
FGFR2	10
OR5I1	1
BSCL2	3
RBM14	5
DLK1	1
ARHGEF17	1
RELT	2
CEP170B	2
INTS4	1
TMEM126A	2
SRP14	1
IFT46	2
TAS2R7	1
TAS2R8	1
TAS2R10	1
SLC38A1	2
JMJD8	1
METRN	1
CLDN6	1
KRT8	3
KAT8	2
FOXL1	1
USPL1	1
UPF3A	2
EXD2	5
SMEK1	1
TUBGCP5	2
SLC30A7	2
ADAL	2
OR10H1	1
OR1E2	1
TMEM214	2
ZNF566	4
KIAA1462	1
ATP2B3	2
RNASE9	7
ZMYM6NB	1
FER1L5	1
TARP	2
HIST1H2AI	1
KBTBD6	1
ZFP36	1
GSG2	1
NFATC1	5
NDUFA1	1
HSPA14	1
SMC5	1
C9orf85	1
GNG10	4
DNTT	2
TRIM49	1
ADAMTS15	1
B2M	1
MRPL46	1
ZNF286B	1
SERPINA3	1
APOF	1
CALCB	1
CCND3	4
CRIP2	3
CTAG1A	1
TOR1A	1
EGR3	3
EIF5A	4
GPR25	1
GSC2	1
HLA-DRB1	1
MT2A	1
NUDT1	7
TMCO6	1
NOP2	5
PPP4C	1
PRIM1	1
MAP4K2	1
AGER	9
RPS6KB2	1
CCL22	1
SMARCB1	2
TRIP6	1
UCN	1
ZNF43	7
HIST1H2BE	1
PIP5K1B	1
VAMP5	1
B3GALT4	1
CLDN10	3
COX17	1
PQBP1	9
ALYREF	1
ACTL7B	1
PKP3	1
COMMD3	1
ABHD14A	1
RPL10	3
C5AR2	3
ORMDL2	1
NDUFA13	1
SS18L2	1
ANAPC11	7
C14orf166	1
TPPP3	2
DUS2L	3
PSENEN	1
C19orf80	1
APOM	2
BTNL2	1
UBL5	2
DUSP21	1
MMP27	1
CCDC28B	1
ENKUR	2
C16orf59	1
PRR7	3
AMN	1
KRTAP1-3	1
RILP	1
H2AFB2	1
KRTAP1-5	1
TEX35	4
ZNF251	1
ASB16	1
TMEM54	1
FLYWCH2	3
MRPL53	1
DRGX	1
SLC51B	1
HSPB6	1
TSACC	1
ZFAND2B	3
OTOP1	1
OR2A14	1
OR2A14	1
ZFP92	1
SLC44A2	2
MANEAL	3
GOLGA6L4	1
HIGD2A	1
GABRR3	1
ARHGEF39	1
MTIF3	4
RSPH9	2
KCTD13	1
PLSCR3	2
C1orf192	1
MAGEA2B	1
RAB7B	2
CCDC84	1
OR2AG2	1
ARHGEF35	1
CXorf40A	4
FOXD4L4	1
LCE1A	1
TBC1D10C	2
C12orf42	2
AQP12A	1
CLN3	2
C16orf97	1
TMEM238	1
PPIAL4G	1
FAM168B	1
OR52E6	1
SCEL	3
CPSF4L	1
OR2M2	1
OR5C1	1
PKM	7
VCX3B	1
VWC2L	1
UFSP1	1
OR2T35	1
C4A	2
KRTAP5-6	1
OR11H12	1
KRT40	1
FCGR1B	3
FCGR1B	1
MAP1LC3C	1
DDX60L	1
KIAA2026	1
CT45A3	1
CT45A5	2
SPANXN4	1
SPANXN2	1
DUPD1	1
SULT1C3	1
SH3RF3	1
LOC650293	1
C12orf56	2
EEF1A1	1
FAM47C	1
SPANXN5	1
RBM34	2
MCOLN3	2
ACAP3	1
PTPN22	3
SFTPA1	6
SFTPA1	2
ANXA8	3
CREBZF	1
ASRGL1	2
CLSTN3	1
FAM155A	1
C14orf37	1
LOC730183	1
EIF3CL	1
FAM72D	1
RGPD8	1
LIMS3	1
SYCE3	1
TRAK1	5
CCRL2	2
PPP1R2	1
KIAA1430	1
CBY3	1
SMN1	2
PLEKHG4B	1
ZNF131	1
TXLNB	1
RUNX2	3
CHRM2	8
HEATR2	1
PDGFA	2
JRK	2
DEFB106B	1
SLC28A3	2
FAM102A	2
TXNDC9	1
AGAP6	1
AGAP8	3
IQSEC3	2
TMEM106A	1
ZNF407	3
DUSP16	1
SKIL	4
ITGB5	1
FBXL4	1
TIRAP	2
OR5J2	1
SEMG2	1
NCKAP5	2
OR5H1	1
SPATA6	1
LMNB2	1
KRTAP5-4	1
PTPRQ	1
EIF2S3	1
CTAGE5	7
TMEM253	1
GOLGA6C	1
SLC6A8	3
ANKRD36	1
EPCAM	1
STX1B	1
OR51G2	1
FAM227A	1
GAPDH	2
TFR2	2
BAGE	5
CXorf40B	1
XAGE1A	5
AZGP1	1
CRHR2	5
CRYGD	1
DYNC1I2	7
GCSH	1
HNRNPA1	2
MMP16	1
MYO9A	1
RPL10A	1
NKX6-1	1
PCBP2	7
RBBP8	3
RPL6	2
RPLP0	2
RPS3	4
RPS7	1
RPS9	1
RPS12	1
RPS27	1
RPS27A	3
CCL17	1
XCL1	1
SUMO2	2
SNAPC3	1
SULT1A2	2
HIST1H3A	1
FAHD2A	1
RPL26L1	1
PLAC8	3
P2RY13	1
CAND1	1
GOLGA6A	2
GUF1	1
RSG1	1
VTCN1	3
LPPR3	2
AMMECR1L	2
EPSTI1	2
TCHHL1	1
ZBTB8A	1
SLC9B2	1
BTNL9	1
RAB43	7
IGFL1	1
FOXD3	1
C8orf86	1
OR52A5	1
KCTD7	2
IGLON5	1
ZNF799	1
LOC441155	1
ZNF705B	1
SLC37A1	1
MAMDC2	1
NUP155	2
GAPT	1
KIAA1804	1
OR4E2	1
CPEB1	4
GALNT7	1
C8orf37	1
SLC25A10	3
TSEN15	2
HOXC4	5
LATS1	2
GPR171	1
C1orf56	1
C4orf47	1
FBXO47	1
C2orf49	1
SSU72	1
BRAF	1
ZXDA	1
SLC4A9	4
LIAS	2
COX6B2	1
FAM161B	1
KLHL28	1
CLLU1OS	1
CORO2B	3
BHLHE23	1
SPANXN1	1
OR4K2	1
LCT	1
PRAMEF11	3
DOC2B	1
MBP	6
NEU4	5
LRRC37A3	1
SLIT3	2
TIFAB	1
APAF1	5
BROX	1
PIGM	1
KCNC1	2
GFI1B	2
KCNH1	2
IKZF4	1
SCXB	1
OR4F6	1
CDX4	1
HIST1H2BB	1
PIGH	1
POU4F3	1
HIST1H2BI	1
HIST1H4G	1
OR1D5	1
DUX4	1
OR52A1	1
OR10H3	1
OR2W1	2
OR2S2	1
OR56A1	1
TAS1R2	1
OR52E2	1
OR52J3	1
OR51L1	1
OR51A7	1
OR51S1	1
OR51F2	1
OR52R1	1
OR4C46	1
OR4X2	1
OR4B1	1
OR52M1	1
OR52K2	1
OR52W1	1
OR56A4	1
RNASE8	1
OR4K13	1
OR4L1	1
OR11H6	1
OR7G1	1
OR1M1	1
OR10H4	1
OR2M5	1
OR2M3	1
OR2T12	1
OR14C36	1
OR2T34	1
OR2T10	1
OR2T4	1
OR10J5	1
OR10T2	1
OR10X1	1
OR10Z1	1
OR6K6	1
OR6N1	1
OR9A2	1
OR2F1	1
OR2F2	1
OR13C5	1
OR13C8	1
OR13C3	1
OR13C4	1
OR13F1	1
OR1N1	1
OR52I2	1
OR2AG1	1
METTL11B	1
OR8U1	1
OR4C16	1
OR4C11	1
OR4S2	1
OR5D14	1
OR5L1	1
OR5D18	1
OR5AS1	1
OR8K5	1
OR5T2	1
OR8H1	1
OR8K3	1
OR5R1	1
OR5M3	1
OR5M11	1
OR5AR1	1
OR8B12	1
OR10G8	1
OR10G9	1
OR10S1	1
OR6T1	1
OR4D5	1
OR9Q2	1
OR1S2	1
OR1S1	1
OR10Q1	1
OR5B21	1
OR5A2	1
OR5A1	1
OR4D6	1
OR4D11	1
OR6C3	1
KRTAP15-1	1
OR4C3	1
OR4S1	1
OR51F1	1
TAS2R39	1
OR4C13	1
OR4C12	1
OR51V1	1
OR8B4	1
OR2Z1	1
OR10H5	1
KRTAP13-4	1
OR2V2	1
OR13C9	1
OR13D1	1
VN1R2	1
VN1R4	1
VN1R5	1
KRTAP13-3	1
KRTAP23-1	1
KRTAP6-1	1
KRTAP6-2	1
KRTAP6-3	1
KRTAP19-2	1
KRTAP19-4	1
KRTAP19-5	1
KRTAP19-6	1
KRTAP19-7	1
KRTAP20-1	1
KRTAP20-2	1
KRTAP21-2	1
KRTAP22-1	1
OR5F1	1
OR52L1	1
OR52B6	1
OR2T29	1
OR2A12	1
OR1B1	1
OR13H1	1
LCE1F	1
LCE2C	1
LCE3A	1
LCE3B	1
TAS2R42	1
RNF123	1
OR52K1	1
OR52I1	1
OR51D1	1
OR51B6	1
OR51M1	1
OR51I1	1
OR51I2	1
OR52D1	1
OR52N4	1
OR52N2	1
OR52E8	1
OR52E4	1
OR56A3	1
OR4X1	1
OR5D13	1
OR8H2	1
OR8H3	1
OR5T3	1
OR5T1	1
OR8K1	1
OR5M9	1
OR5M10	1
OR5M1	1
OR9G1	2
OR5B2	1
OR5B12	1
OR5AN1	1
OR4D10	1
OR4D9	1
FOLR4	1
OR6X1	1
OR10G4	1
OR10G7	1
OR6C1	1
OR6C76	1
OR4K17	1
OR4N5	1
OR11H4	1
OR5AU1	1
PTX4	1
OR7G2	1
OR7G3	1
OR7A10	1
OR6Y1	1
OR11L1	1
OR2T33	1
OR2G6	1
OR2A25	1
OR13C2	1
OR1L6	1
OR2A5	1
SYCE1	3
OR51T1	1
OR51A2	1
OR2T5	1
USP17L9P	7
OR2T27	1
SPINK14	1
OR5B3	1
OR9K2	1
OR4Q3	1
OR4M1	1
LOC100507003	1
PRAMEF7	1
OR10J3	1
OR13G1	1
OR2B3	1
OR2A2	1
FOXB2	1
PIRT	1
FEZF1	2
SSC5D	2
OR4F4	1
OR2T3	1
OR2T2	1
OR6N2	1
OR6K3	1
OR6K2	1
OR4F5	1
OR2AT4	1
OR5B17	1
OR5AK2	1
OR9G4	1
OR5M8	1
OR8J3	1
OR8I2	1
OR10AG1	1
OR5W2	1
OR5D16	1
OR4A15	1
OR4A16	1
OR4A5	1
OR4A47	1
OR4C45	1
OR52H1	1
OR51G1	1
OR10P1	1
OR6C4	1
OR6C65	1
OR6C75	1
OR6C6	1
OR6C74	1
OR10A7	1
OR10G2	1
OR10G3	1
OR11G2	1
OR4K15	1
OR4K1	1
OR4K5	1
OR4F15	1
OR11H1	2
OR5K3	1
OR5K4	1
OR5H2	1
OR5H6	1
OR5H15	1
OR5H14	1
OR5AC2	1
OR2Y1	1
OR6V1	1
FANCB	2
TP53I11	6
UGT1A1	10
WDR33	3
SUV39H2	5
SPRTN	3
RAB23	2
CCDC179	1
DEFB108B	1
OR51A4	1
C1QBP	1
POU6F1	1
ASAP2	2
TOX4	1
APOBEC2	1
CNKSR2	4
MORC2	1
NECAP1	1
SPINK4	1
NUDT5	1
TXLNG	2
AVEN	1
NR2C2	1
JMJD4	2
RABEP2	1
CEP44	2
HSDL1	2
HIATL1	1
FBXO44	4
KLHL33	1
CDSN	1
CLEC18B	2
GATS	1
MUSTN1	1
TSPY1	2
DNM1L	3
ZNF717	1
NADSYN1	1
ATP6V0E2	2
PBX1	3
KDM3A	2
NPM1	3
S100A3	1
R3HDM4	1
TTC31	1
DENND2D	2
OR6M1	1
NANOGNB	1
SECTM1	1
MAPK8IP2	2
CASP8AP2	3
DEFB135	1
DEFB136	1
ACP1	3
CEBPE	1
CP	1
CYP2F1	1
GRIN1	5
ITK	1
KIF2A	4
LGALS7B	1
ORC4	6
RPL39	1
SCD	1
SSX4B	2
SUOX	3
SMARCA5	1
CYP4F2	1
WISP3	2
AP5Z1	1
SSX3	2
KLRG1	1
RFPL3	2
NUDT6	2
PDSS1	1
DNAJC2	2
INVS	2
CD320	2
